id_annonce,type_surface,disponibilite,ville,quartier,departement,region,typologie,residence,surface_m2,salles_de_bain,balcons,dpe,prix_eur,prix_m2_eur
V11661,Surface Carrez,Libre immediatement,Paris,Buttes-Chaumont,75,Ile-de-France,T4,Cour Saint-Martin,93.9,1.0,0.0,B,557000.0,5932.0
V11867,Surface Carrez,Libre immediatement,Boulogne-Billancourt,Parchamp,92,Ile-de-France,T3,Le Clos Opale,72.8,2.0,1.0,D,528000.0,7253.0
V14964,Surface Carrez,Libre immediatement,Paris,Porte de Clignancourt,75,Ile-de-France,T3,,72.9,2.0,1.0,C,448000.0,6145.0
V00185,Surface Carrez,Libre immediatement,Nanterre,Parc Sud,92,Ile-de-France,T2,Esprit Beausejour,32.6,1.0,1.0,B,171000.0,5245.0
V00622,Surface habitable,dec-2027,Paris,Le Marais,75,Ile-de-France,T4,Esprit Latitude,123.2,3.0,0.0,A,1954000.0,15860.0
V06336,Surface Carrez,sept-2029,Saint-Denis,Grand Centre,93,Ile-de-France,T5,Les Terrasses Opale,130.1,2.0,0.0,A,567000.0,4358.0
V13945,Surface habitable,Libre immediatement,Creteil,Centre Ancien,94,Ile-de-France,T1,Le Parc Saint-Martin,25.5,1.0,1.0,D,94000.0,3686.0
V08094,Surface Carrez,juin-2026,Paris,Saint-Germain-des-Pres,75,Ile-de-France,T4,Carre des Chenes,66.6,3.0,1.0,A,1139000.0,17102.0
V13311,Surface Carrez,Libre immediatement,Paris,Buttes-Chaumont,75,Ile-de-France,T2,Villa des Lilas,44.6,1.0,1.0,C,393000.0,8812.0
V04024,Surface Carrez,Libre immediatement,Paris,La Muette,75,Ile-de-France,T3,Le Domaine des Lilas,64.7,2.0,,D,643000.0,9938.0
V14084,Surface Carrez,Libre immediatement,Saint-Denis,Pleyel,93,Ile-de-France,T4,,94.2,2.0,0.0,G,231000.0,2452.0
V01643,Surface utile,Libre immediatement,Paris,Porte de Clignancourt,75,Ile-de-France,T3,Les Allees Voltaire,77 - 92,2.0,2.0,D,467000.0,
V03979,Surface Carrez,Libre immediatement,Argenteuil,Coteaux,95,Ile-de-France,T3,,80.7,1.0,2.0,E,269000.0,3333.0
V01118,Surface Carrez,Libre immediatement,Paris,Champ-de-Mars,75,Ile-de-France,T4,,81.5,2.0,1.0,A,1268000.0,15558.0
V08067,Surface Carrez,Libre immediatement,Saint-Denis,Pleyel,93,Ile-de-France,T1,Le Clos Verte,26 - 33,1.0,0.0,C,80000.0,
V13234,Surface Carrez,Libre immediatement,Paris,Saint-Germain-des-Pres,75,Ile-de-France,T1,Villa Cristal,28.5,1.0,0.0,D,395000.0,13860.0
V01705,Surface Carrez,Libre immediatement,Paris,Vaugirard,75,Ile-de-France,T4,Les Jardins d'Argent,69.8,2.0,1.0,D,463000.0,6633.0
V07653,Surface utile,Libre immediatement,Boulogne-Billancourt,Centre-Ville,92,Ile-de-France,T4,Esprit des Chenes,82.3,2.0,2.0,E,656000.0,7971.0
V13510,Surface Carrez,Libre immediatement,Vitry-sur-Seine,Moulin-Vert,94,Ile-de-France,T2,,47.1,1.0,0.0,D,168000.0,3567.0
V08002,Surface utile,Libre immediatement,Paris,Saint-Germain-des-Pres,75,Ile-de-France,T4,,114.7,3.0,1.0,E,1618000.0,14106.0
V13269,Surface Carrez,janv-2028,Issy-les-Moulineaux,Les Epinettes,92,Ile-de-France,T4,Le Parc Bellevue,72.7,3.0,0.0,C,688000.0,9464.0
V00319,Surface Carrez,Libre immediatement,Bobigny,Etoile,93,Ile-de-France,T4,,94.4,3.0,2.0,E,300000.0,3178.0
V12368,Surface Carrez,Libre immediatement,Vincennes,Bois de Vincennes,94,Ile-de-France,T3,Les Terrasses des Lilas,51.1,2.0,1.0,D,337000.0,6595.0
V06827,Surface habitable,Libre immediatement,Paris,Belleville,75,Ile-de-France,T3,Villa Beausejour,71.6,2.0,0.0,D,538000.0,7514.0
V08770,Surface habitable,juin-2029,Noisy-le-Grand,Centre-ville,93,Ile-de-France,T2,Cour Horizon,53.3,1.0,1.0,B,258000.0,4841.0
V14031,Surface Carrez,Libre immediatement,Paris,Montmartre,75,Ile-de-France,T1,,33.3,1.0,0.0,D,287000.0,8619.0
V11263,Surface Carrez,sept-2027,Neuilly-sur-Seine,Saint-James,92,Ile-de-France,T4,Cour des Lilas,74.1,2.0,0.0,B,896000.0,12092.0
V04657,Surface Carrez,dec-2029,Boulogne-Billancourt,Point du Jour,92,Ile-de-France,T3,Cour Verte,74.1,1.0,,C,552000.0,7449.0
V02303,Surface habitable,nov-2029,Neuilly-sur-Seine,Saint-James,92,Ile-de-France,T3,Le Domaine Latitude,75.9,2.0,1.0,C,1008000.0,13281.0
V10158,Surface Carrez,Libre immediatement,Nanterre,Petit-Nanterre,92,Ile-de-France,T4,,107.8,3.0,0.0,D,380000.0,3525.0
V12281,Surface habitable,Libre immediatement,Argenteuil,Centre-Ville,95,Ile-de-France,T3,,49.6,2.0,1.0,D,182000.0,3669.0
V06855,Surface habitable,Libre immediatement,Bobigny,Etoile,93,Ile-de-France,Maison 3 pieces,Villa Saint-Martin,59 - 62,1.0,1.0,B,174000.0,
V09909,Surface Carrez,Libre immediatement,Paris,Vaugirard,75,Ile-de-France,T3,,50.3,1.0,0.0,D,434000.0,8628.0
V04358,Surface habitable,Libre immediatement,Mantes-la-Jolie,Centre-Ville,78,Ile-de-France,Maison 5 pieces,Les Jardins Verte,148.4,4.0,0.0,E,325000.0,2190.0
V05044,Surface Carrez,Libre immediatement,Saint-Denis,Franc-Moisin,93,Ile-de-France,T2,Residence du Parc,46.5,1.0,0.0,E,111000.0,2387.0
V04975,Surface Carrez,Libre immediatement,Vitry-sur-Seine,Port-a-l'Anglais,94,Ile-de-France,T2,,46.2,1.0,2.0,C,196000.0,4242.0
V09873,Surface Carrez,Libre immediatement,Paris,Batignolles,75,Ile-de-France,T4,Esprit Verte,75.8,2.0,0.0,B,569000.0,7507.0
V09485,Surface Carrez,Libre immediatement,Melun,Saint-Aspais,77,Ile-de-France,T5,,124.3,3.0,0.0,E,401000.0,3226.0
V09064,Surface Carrez,Libre immediatement,Paris,La Muette,75,Ile-de-France,T4,Les Jardins des Chenes,99.2,2.0,0.0,D,1294000.0,13044.0
V07381,Surface Carrez,Libre immediatement,Paris,Buttes-Chaumont,75,Ile-de-France,T2,Le Hameau Cristal,45,1.0,0.0,B,372000.0,8267.0
V11688,Surface Carrez,Libre immediatement,Paris,Montmartre,75,Ile-de-France,T3,Cour Beausejour,76,2.0,0.0,D,656000.0,8632.0
V01878,Surface habitable,Libre immediatement,Evry-Courcouronnes,Les Pyramides,91,Ile-de-France,T4,Le Clos Opale,80.8,2.0,1.0,G,149000.0,1844.0
V02929,Surface habitable,Libre immediatement,Montrouge,Portes de Montrouge,92,Ile-de-France,T3,,65.6,2.0,2.0,D,477000.0,7271.0
V04093,Surface Carrez,avr-2027,Montrouge,Portes de Montrouge,92,Ile-de-France,T2,Les Allees Latitude,52.7,1.0,0.0,B,428000.0,8121.0
V08920,Surface Carrez,mars-2026,Paris,Buttes-Chaumont,75,Ile-de-France,T2,Villa Beausejour,29.2,1.0,1.0,C,265000.0,9075.0
V14649,Surface au sol,Libre immediatement,Argenteuil,Val d'Argent,95,Ile-de-France,Maison 4 pieces,,78.4,3.0,1.0,C,177000.0,2258.0
V07295,Surface au sol,Libre immediatement,Cergy,Cergy-le-Haut,95,Ile-de-France,Maison 5 pieces,Le Domaine Latitude,109.4,3.0,0.0,E,305000.0,2788.0
V07674,Surface Carrez,Libre immediatement,Paris,Le Marais,75,Ile-de-France,T3,Les Allees Saint-Martin,59.9,2.0,0.0,E,634000.0,10584.0
V03768,Surface habitable,Libre immediatement,Boulogne-Billancourt,Rives de Seine,92,Ile-de-France,T4,,107.6,2.0,1.0,D,1040000.0,9665.0
V05453,Surface Carrez,fevr-2029,Paris,Gobelins,75,Ile-de-France,T3,Residence Symphonie,63.8,2.0,,B,613000.0,9608.0
V00604,Surface Carrez,Libre immediatement,Massy,Opera,91,Ile-de-France,T5,,143,2.0,0.0,C,564000.0,3944.0
V14353,Surface Carrez,Libre immediatement,Paris,Le Marais,75,Ile-de-France,T5,Villa d'Argent,113.6,2.0,0.0,E,1180000.0,10387.0
V14113,Surface Carrez,Libre immediatement,Creteil,Centre Ancien,94,Ile-de-France,T2,,38.6,1.0,,D,135000.0,3497.0
V12479,Surface Carrez,Libre immediatement,Saint-Denis,Grand Centre,93,Ile-de-France,T2,Villa Latitude,38.9,1.0,0.0,E,109000.0,2802.0
V06254,Surface Carrez,Libre immediatement,Mantes-la-Jolie,Centre-Ville,78,Ile-de-France,T3,,89.7,2.0,2.0,C,258000.0,2876.0
V08060,Surface Carrez,dec-2027,Neuilly-sur-Seine,Sablons,92,Ile-de-France,T3,Le Parc Symphonie,87.4,2.0,0.0,C,1315000.0,15046.0
V01109,Surface Carrez,Libre immediatement,Bobigny,Etoile,93,Ile-de-France,T4,Le Hameau Latitude,81.9,2.0,1.0,E,250000.0,3053.0
V04730,Surface Carrez,mai-2029,Paris,Saint-Germain-des-Pres,75,Ile-de-France,T3,Les Terrasses des Chenes,73.1,2.0,2.0,C,1106000.0,15130.0
V08997,Surface Carrez,Libre immediatement,Boulogne-Billancourt,Rives de Seine,92,Ile-de-France,T3,,76.5,2.0,0.0,C,780000.0,10196.0
V08536,Surface au sol,Libre immediatement,Meaux,Beauval,77,Ile-de-France,Maison 5 pieces,,96.8,2.0,0.0,E,142000.0,1467.0
V09560,Surface habitable,Libre immediatement,Paris,Belleville,75,Ile-de-France,T4,,102,3.0,,C,755000.0,7402.0
V13778,Surface Carrez,Libre immediatement,Vitry-sur-Seine,Moulin-Vert,94,Ile-de-France,T5,Le Domaine Symphonie,132.2,3.0,0.0,F,347000.0,2625.0
V08657,Surface Carrez,Libre immediatement,Paris,Champ-de-Mars,75,Ile-de-France,T3,Cour des Lilas,83.5,2.0,2.0,G,856000.0,10251.0
V01096,Surface Carrez,juin-2026,Paris,Porte de Clignancourt,75,Ile-de-France,T2,Esprit Montaigne,55.8,1.0,0.0,A,452000.0,8100.0
V00934,Surface utile,Libre immediatement,Melun,Almont,77,Ile-de-France,T2,,37.3,1.0,2.0,D,82000.0,2198.0
V02748,Surface utile,Libre immediatement,Paris,Le Marais,75,Ile-de-France,T1,Le Domaine des Chenes,25,1.0,0.0,C,312000.0,12480.0
V10964,Surface Carrez,Libre immediatement,Noisy-le-Grand,Centre-ville,93,Ile-de-France,T5,,92.2,3.0,0.0,D,323000.0,3503.0
V04851,Surface Carrez,Libre immediatement,Paris,Belleville,75,Ile-de-France,T2,Les Terrasses du Parc,43,1.0,0.0,E,292000.0,6791.0
V10751,Surface utile,Libre immediatement,Saint-Denis,Basilique,93,Ile-de-France,T5,Le Hameau Beausejour,122.4,2.0,1.0,D,407000.0,3325.0
V04126,Surface habitable,Libre immediatement,Paris,La Muette,75,Ile-de-France,T4,Le Parc Montaigne,110.6,3.0,0.0,D,1543000.0,13951.0
V07889,Surface Carrez,juil-2026,Trappes,Les Merisiers,78,Ile-de-France,T2,Les Jardins Voltaire,39.3,1.0,2.0,A,130000.0,3308.0
V05406,Surface Carrez,Libre immediatement,Neuilly-sur-Seine,Saint-James,92,Ile-de-France,T1,Carre Belvedere,26.8,1.0,1.0,E,267000.0,9963.0
V06651,Surface Carrez,Libre immediatement,Paris,La Muette,75,Ile-de-France,T2,,47.9,1.0,1.0,D,583000.0,12171.0
V07338,Surface habitable,Libre immediatement,Paris,Belleville,75,Ile-de-France,T4,Les Terrasses Latitude,77,3.0,0.0,C,373000.0,4844.0
V05155,Surface Carrez,Libre immediatement,Paris,Champ-de-Mars,75,Ile-de-France,T3,,62.7,2.0,,F,623000.0,9936.0
V13413,Surface Carrez,sept-2028,Paris,La Muette,75,Ile-de-France,T3,Villa Verte,61.5,2.0,2.0,A,909000.0,14780.0
V11761,Surface Carrez,Libre immediatement,Paris,Gobelins,75,Ile-de-France,T2,Le Domaine Riviera,46.2,1.0,1.0,,318000.0,6883.0
V14031,Surface Carrez,Libre immediatement,Paris,Montmartre,75,Ile-de-France,T1,,33.3,1.0,0.0,D,287000.0,8619.0
V04614,Surface utile,Libre immediatement,Paris,Montmartre,75,Ile-de-France,T3,,71.1,2.0,0.0,D,772000.0,10858.0
V09499,Surface Carrez,Libre immediatement,Evry-Courcouronnes,Bois Sauvage,91,Ile-de-France,T3,,54.8,2.0,0.0,E,135000.0,2464.0
V05082,Surface Carrez,Libre immediatement,Paris,Bercy,75,Ile-de-France,T4,,81.9,3.0,0.0,D,632000.0,7717.0
V03313,Surface Carrez,Libre immediatement,Boulogne-Billancourt,Billancourt,92,Ile-de-France,T3,Les Allees Bellevue,80.5,2.0,0.0,E,686000.0,8522.0
V12846,Surface Carrez,Libre immediatement,Bobigny,Pont de Bondy,93,Ile-de-France,T3,,54.5,2.0,0.0,C,210000.0,3853.0
V14604,Surface Carrez,Libre immediatement,Paris,Batignolles,75,Ile-de-France,T3,Villa du Parc,63.4,2.0,,C,587000.0,9259.0
V08029,Surface habitable,Libre immediatement,Antony,Croix de Berny,92,Ile-de-France,T4,,93.2,3.0,0.0,B,413000.0,4431.0
V13973,Surface habitable,Libre immediatement,Issy-les-Moulineaux,Corentin Celton,92,Ile-de-France,T4,Le Parc des Lilas,103.3,1.0,,D,993000.0,9613.0
V04903,Surface Carrez,Libre immediatement,Paris,Gobelins,75,Ile-de-France,T5,Villa Bellevue,95.1,3.0,0.0,D,911000.0,9579.0
V00155,Surface Carrez,Libre immediatement,Antony,Les Baconnets,92,Ile-de-France,T4,,80.5,3.0,0.0,D,366000.0,4547.0
V14056,Surface habitable,Libre immediatement,Paris,Gobelins,75,Ile-de-France,T5,,126,2.0,2.0,D,929000.0,7373.0
V06925,Surface Carrez,Libre immediatement,Paris,Batignolles,75,Ile-de-France,T2,,55.8,1.0,2.0,C,452000.0,8100.0
V00964,Surface Carrez,Libre immediatement,Vitry-sur-Seine,Moulin-Vert,94,Ile-de-France,T2,Esprit des Lilas,49.1,1.0,1.0,B,174000.0,3544.0
V01977,Surface utile,Libre immediatement,Vitry-sur-Seine,Ardoines,94,Ile-de-France,T2,,45.8,1.0,1.0,D,181000.0,3952.0
V01966,Surface Carrez,Libre immediatement,Paris,Vaugirard,75,Ile-de-France,T2,,36.3,1.0,0.0,C,317000.0,8733.0
V10686,Surface utile,Libre immediatement,Boulogne-Billancourt,Billancourt,92,Ile-de-France,T3,,95.1,2.0,2.0,E,781000.0,8212.0
V02222,Surface Carrez,Libre immediatement,Paris,Batignolles,75,Ile-de-France,T2,,44 - 50,1.0,1.0,A,417000.0,
V04579,Surface Carrez,Libre immediatement,Paris,Bercy,75,Ile-de-France,T3,,73.8,1.0,0.0,C,576000.0,7805.0
V09285,Surface habitable,Libre immediatement,Ivry-sur-Seine,Centre-Ville,94,Ile-de-France,T4,Les Jardins du Parc,95.2,1.0,3.0,,424000.0,4454.0
V04445,Surface Carrez,janv-2026,Paris,Vaugirard,75,Ile-de-France,T3,Les Allees Verte,76.2,2.0,2.0,C,907000.0,11903.0
V03556,Surface Carrez,Libre immediatement,Neuilly-sur-Seine,Saint-James,92,Ile-de-France,T4,,81.6,3.0,3.0,C,770000.0,9436.0
V09089,Surface Carrez,Libre immediatement,Bobigny,Abreuvoir,93,Ile-de-France,T3,Les Jardins des Lilas,89.5,1.0,0.0,D,244000.0,2726.0
V04783,Surface Carrez,Libre immediatement,Paris,Gobelins,75,Ile-de-France,T1,,32.1,1.0,,B,292000.0,9097.0
V01077,Surface habitable,Libre immediatement,Versailles,Montreuil,78,Ile-de-France,T4,,90.4,3.0,0.0,D,436000.0,4823.0
V07174,Surface Carrez,Libre immediatement,Paris,Gobelins,75,Ile-de-France,T3,Villa du Lac,85,2.0,2.0,D,689000.0,8106.0
V06424,Surface Carrez,Libre immediatement,Evry-Courcouronnes,Bois Sauvage,91,Ile-de-France,T3,Carre Cristal,60.6,2.0,0.0,B,129000.0,2129.0
V06777,Surface Carrez,Libre immediatement,Creteil,Mont-Mesly,94,Ile-de-France,T3,,61.6,1.0,0.0,C,164000.0,2662.0
V11371,Surface Carrez,Libre immediatement,Melun,Centre-Ville,77,Ile-de-France,T1,Le Clos d'Argent,24.6,1.0,0.0,E,61000.0,2480.0
V09009,Surface Carrez,mars-2027,Paris,Gobelins,75,Ile-de-France,T3,Le Hameau Opale,59.3,1.0,1.0,A,610000.0,10287.0
V04116,Surface Carrez,Libre immediatement,Ivry-sur-Seine,Monmousseau,94,Ile-de-France,T3,Le Domaine Verte,56.1,1.0,0.0,F,192000.0,3422.0
V13308,Surface Carrez,Libre immediatement,Paris,Batignolles,75,Ile-de-France,T1,,26,1.0,0.0,,239000.0,9192.0
V06363,Surface utile,Libre immediatement,Paris,Champ-de-Mars,75,Ile-de-France,T4,,100.8,3.0,1.0,C,1522000.0,15099.0
V02209,Surface Carrez,Libre immediatement,Paris,Belleville,75,Ile-de-France,T2,Villa d'Argent,60.3,1.0,0.0,,449000.0,7446.0
V12045,Surface Carrez,janv-2026,Paris,La Muette,75,Ile-de-France,T5,Cour Latitude,115.2,1.0,2.0,A,1512000.0,13125.0
V13534,Surface au sol,Libre immediatement,Vincennes,Bois de Vincennes,94,Ile-de-France,Maison 4 pieces,Les Jardins Horizon,91.8,2.0,1.0,E,519000.0,5654.0
V00447,Surface Carrez,Libre immediatement,Paris,Buttes-Chaumont,75,Ile-de-France,T3,Le Domaine Verte,50.4,2.0,1.0,D,467000.0,9266.0
V11065,Surface habitable,Libre immediatement,Paris,Bercy,75,Ile-de-France,T4,Carre Latitude,133.5,1.0,1.0,F,1025000.0,7678.0
V07187,Surface utile,Libre immediatement,Paris,Saint-Germain-des-Pres,75,Ile-de-France,T5,,91,3.0,0.0,E,1285000.0,14121.0
V06437,Surface Carrez,dec-2027,Paris,Montmartre,75,Ile-de-France,T3,Les Jardins Concorde,71.8,2.0,2.0,C,734000.0,10223.0
V03539,Surface Carrez,Libre immediatement,Paris,Batignolles,75,Ile-de-France,T5,,94.5,3.0,0.0,G,566000.0,5989.0
V03488,Surface Carrez,Libre immediatement,Saint-Denis,Grand Centre,93,Ile-de-France,T3,Esprit Symphonie,82.5,2.0,1.0,C,288000.0,3491.0
V07296,Surface Carrez,Libre immediatement,Aubervilliers,Centre,93,Ile-de-France,T4,Les Terrasses Horizon,68.1,3.0,0.0,D,258000.0,3789.0
V09258,Surface Carrez,juil-2027,Aubervilliers,Villette-Quatre-Chemins,93,Ile-de-France,T5,Le Domaine Riviera,129.7,3.0,1.0,B,633000.0,4880.0
V12999,Surface Carrez,Libre immediatement,Issy-les-Moulineaux,Val de Seine,92,Ile-de-France,T3,Le Domaine Opale,65,2.0,2.0,C,429000.0,6600.0
V10869,Surface Carrez,Libre immediatement,Argenteuil,Val d'Argent,95,Ile-de-France,T4,Esprit Belvedere,70.6,1.0,2.0,F,162000.0,2295.0
V00569,Surface Carrez,Libre immediatement,Argenteuil,Orgemont,95,Ile-de-France,T4,,"111,1",3.0,3.0,C,371000.0,3339.0
V11016,Surface habitable,nov-2026,Saint-Denis,Pleyel,93,Ile-de-France,Maison 4 pieces,Villa Concorde,90.3,2.0,0.0,B,356000.0,3942.0
V06325,Surface au sol,Libre immediatement,Saint-Denis,Basilique,93,Ile-de-France,Maison 4 pieces,Carre Voltaire,83.6,3.0,0.0,G,185000.0,2213.0
V08540,Surface Carrez,Libre immediatement,Paris,Buttes-Chaumont,75,Ile-de-France,T1,Carre Concorde,22.3,1.0,1.0,E,145000.0,6502.0
V04874,Surface Carrez,Libre immediatement,Paris,Buttes-Chaumont,75,Ile-de-France,T3,,66.8,2.0,1.0,A,615000.0,9207.0
V06951,Surface Carrez,juil-2027,Paris,Saint-Germain-des-Pres,75,Ile-de-France,T4,Le Clos Beausejour,80.5,1.0,1.0,B,1400000.0,17391.0
V13392,Surface Carrez,dec-2027,Boulogne-Billancourt,Parchamp,92,Ile-de-France,T3,Villa Horizon,92.5,2.0,0.0,A,1247000.0,13481.0
V09086,Surface Carrez,oct-2029,Ivry-sur-Seine,Petit-Ivry,94,Ile-de-France,T2,Les Allees d'Argent,50.4,1.0,0.0,C,252000.0,5000.0
V14632,Surface Carrez,dec-2027,Montreuil,Ruffins,93,Ile-de-France,T4,Esprit des Acacias,93 - 115,1.0,0.0,B,461000.0,
V04016,Surface Carrez,Libre immediatement,Paris,La Muette,75,Ile-de-France,T4,,91.2,2.0,2.0,C,956000.0,10482.0
V10205,Surface Carrez,Libre immediatement,Bobigny,Abreuvoir,93,Ile-de-France,T3,Residence Verte,94.3,2.0,1.0,D,247000.0,2619.0
V07466,Surface Carrez,Libre immediatement,Paris,Belleville,75,Ile-de-France,T3,,53.9,2.0,0.0,D,447000.0,8293.0
V01518,Surface habitable,Libre immediatement,Montreuil,Croix de Chavaux,93,Ile-de-France,T4,,99.8,3.0,3.0,C,370000.0,3707.0
V10127,Surface Carrez,Libre immediatement,Saint-Denis,Pleyel,93,Ile-de-France,T4,Carre des Acacias,88.3,3.0,0.0,C,350000.0,3964.0
V14317,Surface Carrez,Libre immediatement,Saint-Denis,Basilique,93,Ile-de-France,T5,Les Terrasses Voltaire,129.9,1.0,1.0,A,445000.0,3426.0
V02046,Surface Carrez,Libre immediatement,Vincennes,Centre-Ville,94,Ile-de-France,T3,Le Hameau des Chenes,72.6,2.0,0.0,D,447000.0,6157.0
V04540,Surface habitable,juin-2029,Argenteuil,Val d'Argent,95,Ile-de-France,T4,Residence Concorde,88.5,3.0,1.0,A,317000.0,3582.0
V14725,Surface Carrez,janv-2027,Levallois-Perret,Front de Seine,92,Ile-de-France,T2,Le Hameau Symphonie,40.9,1.0,0.0,B,402000.0,9829.0
V06947,Surface Carrez,Libre immediatement,Trappes,Village,78,Ile-de-France,T2,,39.8,1.0,2.0,C,134000.0,3367.0
V14390,Surface Carrez,nov-2027,Paris,Champ-de-Mars,75,Ile-de-France,T4,Le Hameau Belvedere,80.5,3.0,0.0,A,1119000.0,13901.0
V14917,Surface Carrez,Libre immediatement,Paris,Montmartre,75,Ile-de-France,T2,Les Jardins Symphonie,40.8,1.0,0.0,D,342000.0,8382.0
V06638,Surface Carrez,Libre immediatement,Saint-Denis,Pleyel,93,Ile-de-France,T2,,38.1,1.0,1.0,C,173000.0,4541.0
V04600,Surface Carrez,avr-2026,Cergy,Cergy-le-Haut,95,Ile-de-France,T3,Villa des Chenes,73.6,2.0,0.0,B,184000.0,2500.0
V12288,Surface Carrez,Libre immediatement,Mantes-la-Jolie,Gassicourt,78,Ile-de-France,T3,Residence Symphonie,78.5,1.0,0.0,C,237000.0,3019.0
V12673,Surface Carrez,fevr-2028,Paris,Gobelins,75,Ile-de-France,T4,Les Allees d'Argent,76.1,3.0,1.0,B,769000.0,10105.0
V01179,Surface Carrez,Libre immediatement,Paris,Buttes-Chaumont,75,Ile-de-France,T5,,119.1,2.0,0.0,C,987000.0,8287.0
V01777,Surface habitable,Libre immediatement,Nanterre,Centre,92,Ile-de-France,T2,Les Jardins Concorde,33.5,1.0,1.0,E,206000.0,6149.0
V08992,Surface Carrez,Libre immediatement,Nanterre,Petit-Nanterre,92,Ile-de-France,T3,,68.3,2.0,0.0,D,304000.0,4451.0
V11336,Surface Carrez,Libre immediatement,Vitry-sur-Seine,Port-a-l'Anglais,94,Ile-de-France,T2,,42.3,1.0,0.0,A,159000.0,3759.0
V01718,Surface Carrez,Libre immediatement,Montreuil,Mairie,93,Ile-de-France,T4,Carre des Chenes,100.8,3.0,2.0,G,346000.0,3433.0
V00724,Surface Carrez,Libre immediatement,Paris,Belleville,75,Ile-de-France,T3,,65.1,2.0,0.0,D,372000.0,5714.0
V02558,Surface Carrez,Libre immediatement,Paris,Bercy,75,Ile-de-France,T4,Cour Saint-Martin,93.5,2.0,1.0,F,571000.0,6107.0
V13707,Surface Carrez,avr-2027,Cergy,Axe Majeur,95,Ile-de-France,T4,Les Terrasses Voltaire,80.7,2.0,1.0,A,299000.0,3705.0
V05024,Surface utile,Libre immediatement,Paris,Montmartre,75,Ile-de-France,T2,Le Parc Montaigne,40.3,1.0,1.0,E,356000.0,8834.0
V08877,Surface Carrez,Libre immediatement,Paris,Saint-Germain-des-Pres,75,Ile-de-France,T4,,85.3,3.0,1.0,E,1197000.0,14033.0
V06440,Surface habitable,Libre immediatement,Argenteuil,Coteaux,95,Ile-de-France,T3,Les Allees Symphonie,65.3,2.0,1.0,E,191000.0,2925.0
V05385,Surface Carrez,Libre immediatement,Paris,Le Marais,75,Ile-de-France,T2,Le Domaine du Lac,42.3,1.0,1.0,C,643000.0,15201.0
V06660,Surface utile,Libre immediatement,Paris,Buttes-Chaumont,75,Ile-de-France,T2,Residence d'Argent,38.7,1.0,0.0,C,293000.0,7571.0
V14522,Surface Carrez,avr-2029,Melun,Montaigu,77,Ile-de-France,T4,Le Parc Saint-Martin,95.5,3.0,1.0,B,298000.0,3120.0
V02902,Surface Carrez,Libre immediatement,Paris,Vaugirard,75,Ile-de-France,T3,,100.2,1.0,0.0,D,1019000.0,10170.0
V09622,Surface Carrez,Libre immediatement,Paris,Gobelins,75,Ile-de-France,T3,,66.6,1.0,1.0,D,509000.0,7643.0
V12123,Surface habitable,Libre immediatement,Levallois-Perret,Centre,92,Ile-de-France,T3,,66.7,2.0,1.0,C,608000.0,9115.0
V00727,Surface Carrez,Libre immediatement,Paris,Bercy,75,Ile-de-France,T4,,95.2,2.0,1.0,E,660000.0,6933.0
V12218,Surface Carrez,Libre immediatement,Noisy-le-Grand,Mont d'Est,93,Ile-de-France,T4,Cour Symphonie,67.9,3.0,0.0,C,294000.0,4330.0
V11871,Surface Carrez,Libre immediatement,Saint-Denis,Franc-Moisin,93,Ile-de-France,T4,,109.3,3.0,0.0,D,253000.0,2315.0
V01597,Surface Carrez,Libre immediatement,Paris,Bercy,75,Ile-de-France,T3,,49.3,1.0,2.0,C,480000.0,9736.0
V13002,Surface utile,Libre immediatement,Vitry-sur-Seine,Moulin-Vert,94,Ile-de-France,T3,Les Jardins Montaigne,71.3,1.0,2.0,E,214000.0,3001.0
V11420,Surface Carrez,Libre immediatement,Argenteuil,Val d'Argent,95,Ile-de-France,T2,Residence Concorde,52.3,1.0,0.0,F,127000.0,2428.0
V07515,Surface Carrez,sept-2027,Saint-Denis,Basilique,93,Ile-de-France,T1,Carre du Lac,20.5,1.0,,B,77000.0,3756.0
V04449,Surface Carrez,Libre immediatement,Paris,,75,Ile-de-France,T3,Le Parc Opale,69.2,2.0,1.0,D,607000.0,8772.0
V13356,Surface habitable,Libre immediatement,Evry-Courcouronnes,Bois Sauvage,91,Ile-de-France,T4,Les Terrasses Riviera,85,3.0,2.0,F,206000.0,2424.0
V13594,Surface Carrez,Libre immediatement,Paris,Porte de Clignancourt,75,Ile-de-France,T2,Les Allees des Acacias,58.1,1.0,1.0,F,338000.0,5818.0
V02593,Surface habitable,Libre immediatement,Paris,Le Marais,75,Ile-de-France,T4,Cour Latitude,120.5,3.0,0.0,F,962000.0,7983.0
V03096,Surface Carrez,mars-2028,Boulogne-Billancourt,Point du Jour,92,Ile-de-France,T1,Le Domaine des Lilas,27.2,1.0,0.0,C,291000.0,10699.0
V07005,Surface au sol,Libre immediatement,Noisy-le-Grand,Centre-ville,93,Ile-de-France,Maison 5 pieces,Residence Belvedere,136.9,2.0,0.0,E,525000.0,3835.0
V10039,Surface Carrez,Libre immediatement,Versailles,Montreuil,78,Ile-de-France,T4,Le Domaine Voltaire,78.2,3.0,1.0,D,407000.0,5205.0
V13184,Surface Carrez,fevr-2028,Paris,Gobelins,75,Ile-de-France,T2,Carre Symphonie,39.3,1.0,1.0,A,481000.0,12239.0
